"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS119a","2016-10-25T13:03:00.000000000","680","2803","2.1972245773362196","2","0","0.3","10.766209505935322","1752076785092","1"
"Others-CCCPS119a","2016-10-25T08:00:00.000000000","188","2803","1.0986122886681096","0","0","1.0","11.366377139696166","1752076785092","1"
"BHMNCPNST01","2016-10-25T13:29:00.000000000","377","485","2.0794415416798357","2","0","1.0","11.767040358468783","1752076785092","1"
"BHMEURBRD01","2016-10-25T12:02:00.000000000","459","470","2.1972245773362196","2","0","1.0","12.025208033348962","1752076785092","1"
"Broad Street","2016-10-25T10:56:00.000000000","630","690","1.6094379124341003","1","0","0.3","11.54276243447792","1752076785092","1"
"BHMBCCMKT01","2016-10-24T16:33:00.000000000","175","577","1.0986122886681096","1","0","0.5","10.827599038614817","1752076785092","1"
"Others-CCCPS8","2016-10-25T10:29:00.000000000","633","1322","1.3862943611198906","0","0","1.0","11.921967150302759","1752076785092","1"
"Others-CCCPS135a","2016-10-25T14:29:00.000000000","2729","3883","1.791759469228055","1","0","1.0","11.948686842520287","1752076785092","1"
"BHMNCPNST01","2016-10-25T10:29:00.000000000","360","485","1.3862943611198906","0","0","1.0","12.185415221797058","1752076785092","1"
"Others-CCCPS135a","2016-10-25T09:19:00.000000000","2074","3883","1.3862943611198906","1","0","2.0","12.327270281255284","1752076785092","1"
"Others-CCCPS98","2016-10-25T09:56:00.000000000","996","3103","1.3862943611198906","0","0","1.0","11.764126877627298","1752076785092","1"
"Others-CCCPS119a","2016-10-25T09:19:00.000000000","373","2803","1.3862943611198906","1","0","1.0","11.176218889443286","1752076785092","1"
"Others-CCCPS202","2016-10-25T09:00:00.000000000","920","2937","1.3862943611198906","0","0","0.3","11.231391988186775","1752076785092","1"
"Others-CCCPS8","2016-10-25T14:29:00.000000000","807","1322","1.6094379124341003","1","0","1.0","11.765157685415236","1752076785092","1"
"BHMBCCTHL01","2016-10-25T13:29:00.000000000","343","387","2.0794415416798357","2","0","1.0","11.876025680400641","1752076785092","1"
"BHMMBMMBX01","2016-10-25T10:29:00.000000000","471","687","1.6094379124341003","0","0","0.5","11.865308475867703","1752076785092","1"
"BHMBCCTHL01","2016-10-25T08:26:00.000000000","133","387","0.6931471805599453","0","0","1.0","11.440242840925967","1752076785092","1"
"Others-CCCPS202","2016-10-25T10:56:00.000000000","1256","2937","1.791759469228055","1","0","0.5","11.29852699372196","1752076785092","1"
"BHMMBMMBX01","2016-10-25T13:29:00.000000000","574","687","2.1972245773362196","2","0","0.5","11.50912902811498","1752076785092","1"
"BHMNCPNST01","2016-10-25T09:00:00.000000000","309","485","1.0986122886681096","0","0","0.5","11.56141954639591","1752076785092","1"
"BHMNCPHST01","2016-10-25T13:03:00.000000000","676","1200","1.9459101490553132","1","0","1.0","11.88628840786099","1752076785092","1"
"BHMEURBRD01","2016-10-25T08:00:00.000000000","142","470","1.0986122886681096","0","0","1.0","11.601433803908524","1752076785092","1"
"BHMBCCMKT01","2016-10-25T11:29:00.000000000","249","577","1.791759469228055","1","0","0.5","11.302422195619226","1752076785092","1"
"BHMBCCMKT01","2016-10-25T08:00:00.000000000","54","577","0.6931471805599453","0","0","0.5","10.815161111943752","1752076785092","1"
"Shopping","2016-10-25T12:29:00.000000000","1220","1920","2.302585092994046","2","0","1.0","11.736709213163689","1752076785092","1"
"Broad Street","2016-10-25T13:03:00.000000000","668","690","2.1972245773362196","2","0","2.0","12.766728230697096","1752076785092","1"
"Others-CCCPS105a","2016-10-25T14:29:00.000000000","1390","2009","1.791759469228055","1","0","2.0","12.687766245315867","1752076785092","1"
"BHMBCCMKT01","2016-10-25T13:03:00.000000000","331","577","1.791759469228055","1","0","0.5","11.444536580367927","1752076785092","1"
"BHMEURBRD01","2016-10-24T16:00:00.000000000","386","470","1.3862943611198906","1","0","0.3","11.339423776304628","1752076785092","1"
"BHMNCPHST01","2016-10-25T09:19:00.000000000","440","1200","1.3862943611198906","0","0","1.0","11.80981384722661","1752076785092","1"
"Others-CCCPS119a","2016-10-25T13:56:00.000000000","675","2803","1.791759469228055","1","0","1.0","11.486693148813101","1752076785092","1"
"Others-CCCPS98","2016-10-25T11:29:00.000000000","1184","3103","2.0794415416798357","1","0","1.0","11.771286997072597","1752076785092","1"
"Others-CCCPS202","2016-10-25T13:03:00.000000000","1386","2937","2.1972245773362196","2","0","1.0","11.520522401027659","1752076785092","1"
"Shopping","2016-10-25T11:29:00.000000000","1190","1920","1.9459101490553132","1","0","1.0","11.942746741194323","1752076785092","1"
"BHMBCCTHL01","2016-10-25T12:02:00.000000000","337","387","1.791759469228055","1","0","1.0","12.11668076820576","1752076785092","1"
"BHMNCPHST01","2016-10-25T13:56:00.000000000","667","1200","2.1972245773362196","2","0","0.5","11.229445622001444","1752076785092","1"
"Shopping","2016-10-25T12:02:00.000000000","1205","1920","2.302585092994046","2","0","0.3","11.20389671316369","1752076785092","1"
"Others-CCCPS105a","2016-10-25T12:29:00.000000000","1336","2009","2.302585092994046","2","0","0.3","11.241300012898217","1752076785092","1"
"BHMBCCMKT01","2016-10-25T09:00:00.000000000","82","577","1.0986122886681096","0","0","2.0","12.191420529082755","1752076785092","1"
"BHMMBMMBX01","2016-10-25T12:02:00.000000000","531","687","2.1972245773362196","2","0","1.0","11.82153805286025","1752076785092","1"
"Others-CCCPS98","2016-10-25T13:03:00.000000000","1277","3103","2.302585092994046","2","0","2.0","12.262829768540207","1752076785092","1"
"BHMEURBRD01","2016-10-24T16:33:00.000000000","334","470","1.0986122886681096","0","0","1.0","12.009944442206395","1752076785092","1"
"Others-CCCPS105a","2016-10-25T13:29:00.000000000","1379","2009","2.302585092994046","2","0","0.5","11.412703696322808","1752076785092","1"
"BHMNCPHST01","2016-10-25T09:56:00.000000000","532","1200","1.6094379124341003","1","0","2.0","12.348052289550385","1752076785092","1"
"BHMBCCMKT01","2016-10-25T10:56:00.000000000","202","577","1.3862943611198906","1","0","1.0","11.393233835672596","1752076785092","1"
"Others-CCCPS98","2016-10-25T09:00:00.000000000","828","3103","1.0986122886681096","0","0","1.0","11.566144687679206","1752076785092","1"
"Others-CCCPS8","2016-10-24T16:00:00.000000000","619","1322","1.0986122886681096","0","0","1.0","11.767536098948275","1752076785092","1"
"Broad Street","2016-10-25T15:02:00.000000000","642","690","1.0986122886681096","0","0","1.0","12.229740926942751","1752076785092","1"
"Others-CCCPS119a","2016-10-25T10:56:00.000000000","530","2803","1.6094379124341003","1","0","1.0","11.343802081440026","1752076785092","1"
"Others-CCCPS135a","2016-10-25T09:56:00.000000000","2393","3883","1.3862943611198906","0","0","0.5","11.684423255759533","1752076785092","1"
"BHMBCCTHL01","2016-10-25T09:00:00.000000000","165","387","1.0986122886681096","0","0","1.0","11.725662733481341","1752076785092","1"
"BHMNCPHST01","2016-10-25T11:29:00.000000000","621","1200","1.791759469228055","1","0","0.5","11.388379734614027","1752076785092","1"
"Others-CCCPS119a","2016-10-25T09:00:00.000000000","333","2803","1.0986122886681096","1","0","1.0","11.018107428672263","1752076785092","1"
"Others-CCCPS202","2016-10-25T12:02:00.000000000","1386","2937","2.3978952727983707","2","0","1.0","11.620857748758734","1752076785092","1"
"BHMBCCMKT01","2016-10-25T08:26:00.000000000","55","577","0.6931471805599453","0","0","1.0","11.191894214196784","1752076785092","1"
"Others-CCCPS105a","2016-10-25T10:56:00.000000000","1159","2009","1.6094379124341003","1","0","1.0","11.731622888521681","1752076785092","1"
"Shopping","2016-10-25T10:56:00.000000000","1159","1920","2.0794415416798357","2","0","0.5","11.218366604173251","1752076785092","1"
"Others-CCCPS105a","2016-10-25T10:29:00.000000000","1104","2009","1.6094379124341003","0","0","0.3","11.57924608414139","1752076785092","1"
"BHMBCCMKT01","2016-10-25T10:29:00.000000000","173","577","1.0986122886681096","0","0","1.0","11.599132834108751","1752076785092","1"
"BHMBCCMKT01","2016-10-25T12:29:00.000000000","303","577","2.1972245773362196","2","0","1.0","11.573742271337085","1752076785092","1"
"Others-CCCPS98","2016-10-25T12:29:00.000000000","1249","3103","2.302585092994046","2","0","1.0","11.50380624291984","1752076785092","1"
"Others-CCCPS119a","2016-10-25T10:29:00.000000000","480","2803","1.6094379124341003","1","0","0.3","10.800964050758612","1752076785092","1"
"BHMBCCTHL01","2016-10-24T15:32:00.000000000","276","387","1.0986122886681096","0","0","1.0","12.012484438907698","1752076785092","1"
"Others-CCCPS202","2016-10-25T13:56:00.000000000","1391","2937","1.9459101490553132","1","0","0.3","11.27156760431996","1752076785092","1"
"Others-CCCPS8","2016-10-25T13:29:00.000000000","805","1322","2.1972245773362196","2","0","0.5","11.28253815856221","1752076785092","1"
"BHMEURBRD01","2016-10-25T10:56:00.000000000","451","470","1.6094379124341003","1","0","0.3","11.589293424302156","1752076785092","1"
"Others-CCCPS135a","2016-10-25T10:56:00.000000000","2625","3883","1.791759469228055","1","0","0.5","11.546903427634888","1752076785092","1"
"BHMBCCMKT01","2016-10-25T09:19:00.000000000","95","577","1.0986122886681096","0","0","1.0","11.463950858372183","1752076785092","1"
"BHMMBMMBX01","2016-10-25T10:56:00.000000000","487","687","1.6094379124341003","1","0","2.0","12.613598141078768","1752076785092","1"
"Broad Street","2016-10-26T12:26:00.000000000","652","690","2.302585092994046","2","0","1.0","12.046220082728906","1752076785502","1"
"BHMMBMMBX01","2016-10-26T11:59:00.000000000","543","687","2.0794415416798357","2","0","0.3","11.255113783940354","1752076785502","1"
"Shopping","2016-10-26T08:32:00.000000000","721","1920","1.0986122886681096","0","0","1.0","11.674826977667387","1752076785502","1"
"Others-CCCPS119a","2016-10-26T11:26:00.000000000","625","2803","1.791759469228055","1","0","1.0","11.468855118131687","1752076785502","1"
"Shopping","2016-10-25T16:29:00.000000000","951","1920","1.0986122886681096","0","0","1.0","11.794618644334054","1752076785502","1"
"Shopping","2016-10-26T12:59:00.000000000","1245","1920","2.302585092994046","2","0","1.0","11.749730046497023","1752076785502","1"
"Others-CCCPS98","2016-10-26T07:59:00.000000000","635","3103","1.0986122886681096","0","0","1.0","11.503946814653101","1752076785502","1"
"Others-CCCPS119a","2016-10-26T09:26:00.000000000","380","2803","1.0986122886681096","0","0","1.0","11.43487517751279","1752076785502","1"
"Others-CCCPS98","2016-10-25T16:29:00.000000000","1078","3103","1.0986122886681096","0","0","1.0","11.646711880718199","1752076785502","1"
"Others-CCCPS202","2016-10-26T08:59:00.000000000","886","2937","1.3862943611198906","0","0","1.0","11.744815549644045","1752076785502","1"
"Others-CCCPS105a","2016-10-26T09:59:00.000000000","1112","2009","1.3862943611198906","0","0","1.0","11.99665638912142","1752076785502","1"
"Others-CCCPS119a","2016-10-26T09:59:00.000000000","439","2803","1.0986122886681096","0","0","1.0","11.45592405371686","1752076785502","1"
"Broad Street","2016-10-26T09:26:00.000000000","471","690","1.3862943611198906","0","0","0.5","11.75075587621212","1752076785502","1"
"Others-CCCPS105a","2016-10-26T11:26:00.000000000","1285","2009","1.9459101490553132","1","0","1.0","11.96257677686713","1752076785502","1"
"Others-CCCPS202","2016-10-26T12:59:00.000000000","1364","2937","2.302585092994046","2","0","0.5","11.190712022152454","1752076785502","1"
"Others-CCCPS202","2016-10-26T11:59:00.000000000","1334","2937","1.9459101490553132","1","0","0.3","11.25216004558656","1752076785502","1"
"Others-CCCPS98","2016-10-25T15:29:00.000000000","1206","3103","1.3862943611198906","0","0","1.0","11.831803319780054","1752076785502","1"
"BHMNCPHST01","2016-10-26T11:59:00.000000000","634","1200","2.1972245773362196","2","0","1.0","11.576945622001443","1752076785502","1"
"Broad Street","2016-10-26T07:59:00.000000000","184","690","0.6931471805599453","0","0","0.5","10.98824025694664","1752076785502","1"
"Others-CCCPS8","2016-10-26T09:59:00.000000000","624","1322","1.3862943611198906","0","0","0.5","11.54015928343438","1752076785502","1"
"BHMNCPNST01","2016-10-26T07:59:00.000000000","259","485","1.0986122886681096","1","0","1.0","11.433326762890756","1752076785502","1"
"Others-CCCPS98","2016-10-26T13:26:00.000000000","1516","3103","2.302585092994046","2","0","1.0","11.589852005085486","1752076785502","1"
"BHMMBMMBX01","2016-10-25T15:29:00.000000000","550","687","1.0986122886681096","0","0","0.5","11.72488838596433","1752076785502","1"
"BHMMBMMBX01","2016-10-26T08:32:00.000000000","349","687","1.0986122886681096","0","0","0.5","11.432311966750357","1752076785502","1"
"BHMBCCMKT01","2016-10-26T09:26:00.000000000","87","577","1.0986122886681096","1","0","1.0","11.050086040347919","1752076785502","1"
"BHMNCPHST01","2016-10-26T09:59:00.000000000","532","1200","1.3862943611198906","0","0","1.0","11.886480513893279","1752076785502","1"
"BHMNCPHST01","2016-10-25T15:29:00.000000000","631","1200","1.3862943611198906","0","0","1.0","11.968980513893278","1752076785502","1"
"Shopping","2016-10-26T09:59:00.000000000","1086","1920","1.3862943611198906","0","0","0.5","11.633772180559944","1752076785502","1"
"Others-CCCPS105a","2016-10-26T11:59:00.000000000","1303","2009","1.9459101490553132","1","0","1.0","11.971536458300678","1752076785502","1"
"BHMNCPHST01","2016-10-26T07:59:00.000000000","216","1200","1.0986122886681096","0","0","1.0","11.479306144334053","1752076785502","1"
"Others-CCCPS119a","2016-10-26T07:59:00.000000000","192","2803","1.0986122886681096","0","0","1.0","11.36780418215068","1752076785502","1"
"Others-CCCPS8","2016-10-26T07:59:00.000000000","394","1322","1.0986122886681096","0","0","1.0","11.597339427238744","1752076785502","1"
"Broad Street","2016-10-26T13:59:00.000000000","677","690","1.791759469228055","1","0","1.0","12.227039154903883","1752076785502","1"
"Broad Street","2016-10-26T12:59:00.000000000","656","690","1.9459101490553132","1","0","1.0","12.273679712208816","1752076785502","1"
"Others-CCCPS119a","2016-10-26T11:59:00.000000000","684","2803","2.1972245773362196","2","0","1.0","11.292636548389837","1752076785502","1"
"Broad Street","2016-10-26T10:59:00.000000000","596","690","1.791759469228055","1","0","1.0","12.109647850556055","1752076785502","1"
"Others-CCCPS119a","2016-10-26T13:26:00.000000000","883","2803","2.1972245773362196","2","0","1.0","11.363631910501859","1752076785502","1"
"Others-CCCPS105a","2016-10-26T13:26:00.000000000","1438","2009","2.0794415416798357","1","0","1.0","12.105499765364558","1752076785502","1"
"BHMNCPHST01","2016-10-26T08:59:00.000000000","401","1200","1.0986122886681096","0","0","2.0","12.383472811000722","1752076785502","1"
"BHMEURBRD01","2016-10-26T10:26:00.000000000","403","470","1.6094379124341003","0","0","1.0","12.412165764727687","1752076785502","1"
"BHMBCCMKT01","2016-10-26T13:26:00.000000000","244","577","2.0794415416798357","2","0","1.0","11.412597720579953","1752076785502","1"
"BHMBCCTHL01","2016-10-26T07:59:00.000000000","121","387","0.6931471805599453","0","0","1.0","11.409235088987984","1752076785502","1"
"BHMBCCMKT01","2016-10-26T13:59:00.000000000","260","577","1.791759469228055","1","0","1.0","11.696486320402588","1752076785502","1"
"Others-CCCPS135a","2016-10-25T15:29:00.000000000","2516","3883","1.3862943611198906","0","0","2.0","12.841099794518225","1752076785502","1"
"BHMBCCMKT01","2016-10-26T10:26:00.000000000","125","577","1.0986122886681096","0","0","0.5","11.140943925963171","1752076785502","1"
"BHMNCPNST01","2016-10-26T09:26:00.000000000","313","485","1.0986122886681096","0","0","1.0","11.944666969076323","1752076785502","1"
"BHMBCCMKT01","2016-10-26T08:59:00.000000000","70","577","0.6931471805599453","0","0","1.0","11.217890747992278","1752076785502","1"
"Others-CCCPS105a","2016-10-25T15:29:00.000000000","1300","2009","1.3862943611198906","0","0","0.5","11.71523528409404","1752076785502","1"
"Others-CCCPS98","2016-10-26T08:32:00.000000000","736","3103","1.3862943611198906","0","0","1.0","11.680336996866744","1752076785502","1"
"BHMBCCTHL01","2016-10-26T12:26:00.000000000","344","387","2.1972245773362196","2","0","0.5","11.562501177557","1752076785502","1"
"Broad Street","2016-10-25T15:29:00.000000000","634","690","1.3862943611198906","0","0","1.0","12.36198776027009","1752076785502","1"
"Others-CCCPS202","2016-10-25T16:29:00.000000000","1118","2937","1.0986122886681096","0","0","0.3","11.154966682297964","1752076785502","1"
"BHMBCCTHL01","2016-10-25T15:56:00.000000000","290","387","1.0986122886681096","0","0","1.0","12.048660149502012","1752076785502","1"
